node_1,node_2
respiratory syncytial virus (RSV) infection@Disease,NOD2@Gene
respiratory syndrome coronavirus@Disease,MDA5@Gene
pneumonia@Disease,SP-A@Gene
SARS-CoV infection@Disease,TGF-beta@Gene
idiopathic pulmonary fibrosis@Disease,TGF-beta1@Gene
fibrosis@Disease,TLR3@Gene
SARS-CoV infection@Disease,vimentin@Gene
Fever Length Hypoxia Hypoxia@Disease,Yes 1@Gene
Fever@Disease,Yes 1@Gene
upper respiratory tract infection and leukemiaOV-6@Disease,CD133@Gene
SARS CoV infected@Disease,M protein@Gene
respiratory syncytial virus infection@Disease,CD4@Gene
bronchitis@Disease,CD8@Gene
influenza virus respiratory infection@Disease,CD8@Gene
SARS-CoV infection@Disease,CD163@Gene
SARS-CoV infection@Disease,CD34@Gene
hemorrhagic fever@Disease,GP1@Gene
pneumonia@Disease,SR-A1@Gene
Cystic Fibrosis@Disease,CFTR@Gene
Idiopathic pulmonary fibrosis@Disease,CD3@Gene
coronavirus central nervous system infection@Disease,CD4@Gene
coronavirus encephalomyelitis@Disease,CD4@Gene
epidemic diarrhea@Disease,ORF3@Gene
diarrhea@Disease,cpb2@Gene
acute febrile respiratory infections@Disease,CRP@Gene
coronavirus infection@Disease,p38@Gene
influenza viral pneumonia@Disease,GM-CSF@Gene
ebola pseudotype virus infection@Disease,cathepsin L@Gene
coronavirus infection@Disease,IFN-beta@Gene
oligodendroglia delays coronavirus@Disease,interferon-gamma@Gene
respiratory infections@Disease,IL-10@Gene
MP pneumonia@Disease,IL-17@Gene
pneumonia@Disease,ST2@Gene
respiratory syndrome coronavirus@Disease,hDPP4@Gene
liver fibrosis@Disease,STAT3@Gene
respiratory virus infection@Disease,TNF@Gene
pneumonia infection@Disease,miR@Gene
bacteremic pneumococcal pneumonia@Disease,FcgammaRIIA@Gene
bacterial respiratory tract infections@Disease,FcgammaRIIA@Gene
diarrhea@Disease,RFP@Gene
respiratory syncytial virus (RSV) infection@Disease,RIG-I@Gene
dengue hemorrhagic fever@Disease,RIG-I@Gene
fever@Disease,GAS@Gene
respiratory infections@Disease,Lao@Gene
respiratory disorders@Disease,COPD@Gene
Septic shock Pneumonia@Disease,COPD@Gene
Septic shock Pneumonia Rhinovirus@Disease,COPD@Gene
cystic fibrosis@Disease,GTG@Gene
coronavirus attachment@Disease,aminopeptidase N@Gene
cardiac fibrosis@Disease,apelin@Gene
fever@Disease,HLA@Gene
fibrosis@Disease,HMGB1@Gene
respiratory syndrome@Disease,IFN-alpha@Gene
respiratory syndrome@Disease,interferon@Gene
respiratory viral infections@Disease,IFN-gamma@Gene
respiratory tract infection@Disease,IL-6@Gene
respiratory tract infections@Disease,IL-6@Gene
fibrosis@Disease,IL-8@Gene
respiratory virus infections@Disease,IL-10@Gene
dengue hemorrhagic fever@Disease,IL-17A@Gene
fibrosis@Disease,CXCL10@Gene
respiratory illness@Disease,IP-10@Gene
respiratory virus infection@Disease,IP-10@Gene
cystic fibrosis@Disease,insulin@Gene
fibrosis@Disease,beta1-integrin@Gene
denguehemorrhagic fever@Disease,NS3@Gene
dengue hemorrhagic fever@Disease,mrc1@Gene
bronchitis virus@Disease,NF-kappaB@Gene
SARS-CoV infection@Disease,NFkappaB@Gene
fibrosis@Disease,OAS2@Gene
Liver fibrosis@Disease,Ebi3@Gene
coronavirus infection@Disease,PD-1@Gene
respiratory disease@Disease,"""3B11""@Gene"
SARS infection@Disease,mask@Gene
Pneumonia@Disease,PTB@Gene
dengue hemorrhagic fever@Disease,IPS-1@Gene
dengue hemorrhagic fever@Disease,VISA@Gene
fever@Disease,S12@Gene
pneumonia@Disease,P10@Gene
pneumonia@Disease,P11@Gene
diarrhea@Disease,SARS@Gene
fever@Disease,CCL2@Gene
dengue hemorrhagic fever@Disease,RANTES@Gene
respiratory infections@Disease,MDA5@Gene
dengue hemorrhagic fever@Disease,CLEC7A@Gene
SARS-CoV infection@Disease,HR2@Gene
respiratory tract infection@Disease,CD4@Gene
coronavirus infection@Disease,CD4@Gene
Ebola virus infection@Disease,CD4@Gene
respiratory challenge infection@Disease,CD8@Gene
acute respiratory syndrome@Disease,CD8@Gene
dengue hemorrhagic fever@Disease,CD14@Gene
pneumonia@Disease,hBoV1@Gene
pneumonia@Disease,APOA1@Gene
respiratory disease@Disease,ABCB1@Gene
BRV diarrhea@Disease,milk@Gene
respiratory illness@Disease,pigs@Gene
diarrhea@Disease,P105@Gene
Zika virus infection@Disease,Yap@Gene
respiratory virus infections@Disease,TRIF@Gene
acute respiratory syndrome@Disease,FGL2@Gene
diarrhea@Disease,IFN-alpha@Gene
respiratory infection@Disease,CD19@Gene
neurotropic coronavirus@Disease,CCR5@Gene
fibrosis@Disease,CCR7@Gene
respiratory tract infections@Disease,C-reactive protein@Gene
respiratory failure@Disease,IFNgamma@Gene
SARS CoV infection@Disease,ACE@Gene
renal fibrosis@Disease,DPP-4@Gene
respiratory infection@Disease,hDPP4@Gene
respiratory syndrome coronavirus@Disease,NF-kappaB@Gene
acute respiratory syndrome@Disease,NF-kappaB@Gene
fibrosis@Disease,PPARgamma@Gene
influenza viral pneumonia@Disease,EGFR@Gene
pneumonia@Disease,SLPI@Gene
fibrosis@Disease,TGF-alpha@Gene
acute respiratory syndrome@Disease,RIG-I@Gene
acute respiratory failure@Disease,COPD@Gene
respiratory complications@Disease,GX-sPLA2@Gene
diarrhea@Disease,IL-6@Gene
cardiac and renal fibrosis@Disease,ACE2@Gene
dengue hemorrhagic fever@Disease,DC-SIGN@Gene
hemorrhagic fever@Disease,HLA-A@Gene
SARS-CoV infection@Disease,HLA-A@Gene
diarrheal disease@Disease,IFN@Gene
liver fibrosis@Disease,IFN@Gene
respiratory virus infections@Disease,interferon-gamma@Gene
fever@Disease,IL-1@Gene
lung fibrosis@Disease,IL-1beta@Gene
pneumonia@Disease,IL-1@Gene
acute respiratory distress syndrome@Disease,IL-6@Gene
respiratory disease@Disease,IL-6@Gene
respiratory failure@Disease,IL-6@Gene
pneumoniae infection@Disease,IL-8@Gene
respiratory syndrome virus nonstructural@Disease,IRF3@Gene
fibrosis@Disease,Arg1@Gene
fibrosis@Disease,miR-155@Gene
Fever@Disease,muL@Gene
respiratory syndrome@Disease,NF-kappaB@Gene
respiratory infection@Disease,OAS1@Gene
respiratory disease@Disease,PAI-1@Gene
fibrosis@Disease,muM@Gene
respiratory disease@Disease,bat@Gene
respiratory syndrome coronavirus@Disease,hACE2@Gene
respiratory tract infection@Disease,ACE-2@Gene
Severe acute respiratory syndrome@Disease,ACE-2@Gene
pneumonia@Disease,CCL2@Gene
respiratory virus infections@Disease,BST-2@Gene
fibrosis@Disease,ADAM-17@Gene
respiratory RSV infection@Disease,ACE2@Gene
fever@Disease,TNF@Gene
liver fibrosis@Disease,TNF-alpha@Gene
idiopathic pulmonary fibrosis@Disease,TNF-alpha@Gene
hepatic fibrosis@Disease,VN@Gene
liver fibrosis@Disease,VN@Gene
aureus pneumonia@Disease,spp@Gene
coronavirus infection@Disease,spp@Gene
hepatitis coronavirus@Disease,eIF2alpha@Gene
acute respiratory syndrome@Disease,CD4@Gene
SARS-CoV-infected@Disease,CD8@Gene
interstitial pneumonia@Disease,MSC@Gene
respiratory syndrome@Disease,nsp3@Gene
SARS-CoV-MA15-WT infection@Disease,nsp3@Gene
diarrhea@Disease,IgG@Gene
acute respiratory syndrome coronavirus@Disease,L-SIGN@Gene
Dengue fever@Disease,eta@Gene
neonatal diarrhea@Disease,cpb2@Gene
respiratory failure@Disease,Th2@Gene
respiratory infections@Disease,ADRB2@Gene
hemorrhagic fever@Disease,IFNAR@Gene
coronavirus infectious bronchitis virus infection@Disease,CHOP@Gene
respiratory syndrome coronavirus@Disease,K18@Gene
lung fibrosis@Disease,AnxA1@Gene
fever@Disease,DPP-4@Gene
diabetic kidney fibrosis@Disease,DPP-4@Gene
hepatic fibrosis@Disease,DPP-4@Gene
upper respiratory tract infection@Disease,DPP4@Gene
respiratory syndrome@Disease,PTX3@Gene
respiratory failure@Disease,CCL3@Gene
respiratory infection@Disease,CCA@Gene
respiratory tract infection@Disease,CCA@Gene
mycoplasma pneumonia@Disease,rCTSL@Gene
respiratory infection@Disease,ARI@Gene
pneumonia@Disease,Lao@Gene
dengue fever@Disease,AST@Gene
acute respiratory syndrome@Disease,CD209@Gene
pneumonia@Disease,IFNalpha@Gene
respiratory illness@Disease,IFN@Gene
respiratory syndrome coronavirus@Disease,IFN@Gene
Ebola infection@Disease,IFN@Gene
pneumonia@Disease,IL1B@Gene
pulmonary fibrosis@Disease,IL-1beta@Gene
diarrhea@Disease,IL8@Gene
pneumonia@Disease,CXCL8@Gene
Coronavirus infections@Disease,IL-10@Gene
fibrosis@Disease,IL-13@Gene
respiratory infection@Disease,IL-13@Gene
SARS-CoV infection@Disease,CXCL10@Gene
SARS-CoV infection@Disease,Trim55@Gene
lung fibrosis@Disease,miR-21@Gene
respiratory tract infections@Disease,MBL2@Gene
fever@Disease,CXCL9@Gene
intra-alveolar fibrosis@Disease,in@Gene
idiopathic pulmonary fibrosis@Disease,in@Gene
pneumonia@Disease,P13@Gene
SARS infection@Disease,MxA@Gene
respiratory virus infections@Disease,Nrf2@Gene
Respiratory syncytial viruses@Disease,NF-kappaB@Gene
Ebola virus infection@Disease,NPC1@Gene
SARS infection@Disease,OAS1@Gene
hemorrhagic fever@Disease,Foxp3@Gene
respiratory failure@Disease,Th1@Gene
fever@Disease,CD20@Gene
fever@Disease,CAL@Gene
pneumonia@Disease,JNK@Gene
fibrosis@Disease,beclin-1@Gene
acute respiratory syndrome@Disease,CCL28@Gene
fever@Disease,bat@Gene
respiratory distress syndrome@Disease,ACE2@Gene
respiratory diseases@Disease,SARS@Gene
SARS infection@Disease,SARS@Gene
SARS-CoV infection@Disease,CCL2@Gene
pneumonia@Disease,MDA5@Gene
acute respiratory syndrome@Disease,ADAM-17@Gene
renal fibrosis@Disease,TGF-beta1@Gene
respiratory syndrome coronavirus spike@Disease,TMPRSS2@Gene
coronavirus infection@Disease,MDA5@Gene
diarrhea@Disease,AQP3@Gene
coronavirus infected@Disease,actin@Gene
viral pneumonia@Disease,HCAP@Gene
fever@Disease,CD2@Gene
neurotropic coronavirus infection@Disease,CD8@Gene
SARS-CoV infection@Disease,CD68@Gene
acute respiratory disease@Disease,Ad14@Gene
interstitial pneumonia@Disease,IFN-alpha@Gene
Bronchiolitis and pneumonia@Disease,monocytes@Gene
Respiratory syndrome@Disease,monocytes@Gene
pneumonia@Disease,milk@Gene
Diarrhea@Disease,pigs@Gene
respiratory diseases@Disease,pigs@Gene
SARS coronavirus infection@Disease,CLEC4M@Gene
acute respiratory syndrome@Disease,L-SIGN@Gene
pneumonia@Disease,TLR6@Gene
pneumococcal pneumonia@Disease,IFN-alpha@Gene
renal fibrosis@Disease,Ang II@Gene
fever@Disease,d6-7@Gene
fibrosis@Disease,E-cadherin@Gene
pneumonia@Disease,CXCR2@Gene
fibrosis@Disease,mdx@Gene
HAdV pneumonia@Disease,CRP@Gene
respiratory illness@Disease,CRP@Gene
congenital Zika syndrome@Disease,IFNAR@Gene
Zika infection@Disease,IFNAR@Gene
Zika disease@Disease,IFNAR@Gene
neurotropic coronavirus@Disease,IFN-gamma@Gene
pneumonia@Disease,CD11b@Gene
coronavirus infection@Disease,GADD153@Gene
severe respiratory disease@Disease,hDPP4@Gene
respiratory disease@Disease,furin@Gene
fibrosis@Disease,MCP-1@Gene
coronavirus infection@Disease,CCL2@Gene
respiratory infections@Disease,OVA@Gene
lung fibrosis@Disease,TGF-beta1@Gene
diarrhea@Disease,ARI@Gene
respiratory disease@Disease,ARI@Gene
Respiratory virus infections@Disease,Lao@Gene
Streptococcus pneumonia@Disease,COPD@Gene
respiratory infection@Disease,AE-COPD@Gene
respiratory virus infection@Disease,COPD@Gene
liver fibrosis@Disease,AST@Gene
Upper respiratory tract infection@Disease,fiber@Gene
diarrhea@Disease,mBAP31@Gene
respiratory tract disease@Disease,RIG@Gene
respiratory syndrome@Disease,APN@Gene
hepatitis coronavirus@Disease,PD-L1@Gene
influenza viral pneumonia@Disease,HGF@Gene
augmentation of Ebola virus infection@Disease,DC-SIGN@Gene
pulmonary fibrosis@Disease,ICAM-1@Gene
fever@Disease,IFNalpha@Gene
interstitial pneumonia@Disease,IFN@Gene
coronavirus infection@Disease,interferon@Gene
respiratory viral infection@Disease,IFN-gamma@Gene
bronchitis virus@Disease,IL-1@Gene
pneumonia@Disease,interleukin-6@Gene
Ebola infection@Disease,IL-6@Gene
SARS-CoV infection@Disease,IL6@Gene
diarrhea@Disease,IL-10@Gene
diarrhea@Disease,IL10@Gene
respiratory syndrome@Disease,CXCL-10@Gene
respiratory virus infection@Disease,CD103@Gene
renal fibrosis@Disease,LFA-1@Gene
coronavirus infection@Disease,nsp4@Gene
Neonatal Porcine Diarrhea Syndrome@Disease,SAA@Gene
Cystic fibrosis@Disease,miR-155@Gene
lung fibrosis@Disease,miR-223@Gene
acute respiratory syndrome coronavirus infection@Disease,mannose-binding lectin@Gene
parasiticAnti-hepatic fibrosis@Disease,MIF@Gene
dengue fever@Disease,in@Gene
liver fibrosis@Disease,in@Gene
respiratory infections@Disease,MxA@Gene
fibrosis@Disease,NF-kappaB@Gene
hepatic fibrosis@Disease,NF-kappaB@Gene
bacteraemic pneumonia@Disease,PNP@Gene
acute respiratory failure@Disease,PNP@Gene
Ebola infection@Disease,NPC1@Gene
diarrhea@Disease,Ang 1-7@Gene
pneumonia@Disease,PAI-1@Gene
pneumonia@Disease,IL-22@Gene
fever@Disease,Th1@Gene
SARS-CoV infection@Disease,IRF-7@Gene
SARS-CoV infection@Disease,Oct-4@Gene
coronavirus infection@Disease,ERK@Gene
pneumonia@Disease,bat@Gene
coronavirus infection@Disease,bat@Gene
acute respiratory syndrome@Disease,bat@Gene
diarrhea@Disease,MAVS@Gene
respiratory disease@Disease,ACE2@Gene
SARS-CoV infections inefficiently@Disease,ACE2@Gene
respiratory failure@Disease,SARS@Gene
aeruginosa pneumonia infection@Disease,MIP-1alpha@Gene
pneumonia@Disease,MIP-1alpha@Gene
respiratory syndrome@Disease,MDA5@Gene
pneumonia@Disease,SP-D@Gene
respiratory diseases@Disease,STAT-1@Gene
kidney fibrosis@Disease,TGF-beta@Gene
fibrosis@Disease,TSP-1@Gene
respiratory infections@Disease,TNF-alpha@Gene
respiratory viral infection@Disease,TNF-alpha@Gene
acute respiratory syndrome@Disease,TNF-alpha@Gene
pneumonia@Disease,CC10@Gene
respiratory infections@Disease,CC10@Gene
diarrhea@Disease,Ca2@Gene
hemorrhagic fever@Disease,spp@Gene
pneumonia@Disease,health care-associated pneumonia@Gene
diarrhea@Disease,CD4@Gene
coronavirus encephalitis@Disease,CD8@Gene
Rift Valley Fever NSs@Disease,CRL1@Gene
pneumoniae adhesion by RSV infection@Disease,PAF@Gene
fibrosis@Disease,miR-877@Gene
respiratory syndrome virus@Disease,Interferon-alpha@Gene
diarrhea@Disease,NSP1@Gene
respiratory tract disease@Disease,milk@Gene
fever@Disease,Yap@Gene
diarrhea@Disease,enterotoxin@Gene
amelioration of lung fibrosis@Disease,MR@Gene
renal fibrosis@Disease,ACE@Gene
pulmonary fibrosis@Disease,NLRP3@Gene
SARS-CoV infection@Disease,NLRP3@Gene
Severe acute respiratory syndrome coronavirus E@Disease,NLRP3@Gene
cardiac fibrosis@Disease,Ang@Gene
middle eastern respiratory syndrome@Disease,NK@Gene
acute respiratory syndrome@Disease,NK@Gene
pulmonary fibrosis@Disease,chymase@Gene
respiratory syndrome@Disease,AnxA2@Gene
Diarrhea@Disease,IgA@Gene
eosinophilic pneumonia@Disease,CTD@Gene
mycoplasma pneumonia@Disease,Ctsl@Gene
pneumonia@Disease,CR-Kp@Gene
IMCI-pneumonia@Disease,CRP@Gene
fibrosis@Disease,Nox2@Gene
respiratory disease@Disease,CYP3A4@Gene
respiratory virus infections@Disease,IFNAR1@Gene
infection    Respiratory syncytial virus@Disease,IFNAR@Gene
cystic fibrosis@Disease,IL-17A@Gene
coronavirus infection@Disease,IL-18@Gene
respiratory viral infections@Disease,IL-1beta@Gene
respiratory syndrome@Disease,helicase@Gene
Fever@Disease,Xin@Gene
interstitial pneumonia@Disease,DHX36@Gene
acute respiratory distress syndrome@Disease,NF-kappaB@Gene
respiratory viral infection@Disease,PTX3@Gene
respiratory infection@Disease,EGFR@Gene
respiratory tract infections@Disease,EGFR@Gene
SARS disease@Disease,AHSG@Gene
respiratory syndrome coronavirus infection@Disease,STAT1@Gene
SARS-CoV infection@Disease,STAT-1@Gene
SARS-CoV infection@Disease,Stat1@Gene
Pulmonar fibrosis@Disease,Fab@Gene
"Drosophila, S2 Bovine viral diarrhea virus, hepatitis C virus scFv@Disease",Fab@Gene
GlaxoSmithKline Respiratory syncytial virus Infection@Disease,Fab@Gene
cystic fibrosis@Disease,LPS@Gene
SARS-CoV infection@Disease,Tnfrsf1a@Gene
respiratory syndrome@Disease,miR@Gene
fibrosis@Disease,adipose@Gene
Epizootic diarrhea@Disease,Slc26a4@Gene
Fever@Disease,ALP@Gene
respiratory illness@Disease,ARI@Gene
respiratory tract infections@Disease,ARI@Gene
Fever@Disease,COPD@Gene
diarrhea@Disease,AST@Gene
pneumonia@Disease,aspartate aminotransferase@Gene
dengue hemorrhagic fever@Disease,AST@Gene
respiratory infections@Disease,HGF@Gene
fibrosis@Disease,apelin@Gene
fibrosis@Disease,MHC@Gene
respiratory syndrome@Disease,hLf@Gene
bacterial pneumonia@Disease,SAP@Gene
cystic fibrosis@Disease,Hsp70@Gene
respiratory disease@Disease,ApoB@Gene
diarrhea@Disease,P40@Gene
dehydrating diarrhea@Disease,IFNalpha@Gene
hemorrhagic fever@Disease,IFN-gamma@Gene
cystic fibrosis@Disease,IGF-1@Gene
SARS-CoV infection@Disease,Ticam2@Gene
hemorrhagic fever@Disease,IL-6@Gene
epidemic diarrhea virus E@Disease,interleukin-8@Gene
influenza viral pneumonia@Disease,IL-8@Gene
acute respiratory syndrome@Disease,IL-8@Gene
respiratory illness@Disease,IL-10@Gene
respiratory viral infection@Disease,IL-13@Gene
respiratory viral infection@Disease,CXCL10@Gene
fever@Disease,ship@Gene
respiratory syndrome coronavirus@Disease,IRF-3@Gene
SARS-CoV infection@Disease,AP-1@Gene
fever@Disease,Kit@Gene
fibrosis@Disease,NS3@Gene
fibrosis@Disease,miR-143@Gene
fibrosis@Disease,Let-7d@Gene
pneumonia@Disease,HA2@Gene
respiratory syndrome@Disease,CD163@Gene
fever@Disease,LHR@Gene
acute respiratory syndrome@Disease,Nsp4@Gene
respiratory tract infections@Disease,MBL@Gene
infection of Ebola@Disease,MBL@Gene
fibrosis@Disease,MMP1@Gene
respiratory disease@Disease,MPL@Gene
Ebola-infected@Disease,GPCR@Gene
hepatic fibrosis@Disease,Mx1@Gene
fever@Disease,neuraminidase@Gene
respiratory tract infections@Disease,neuraminidase@Gene
dengue fever@Disease,NF-kappaB@Gene
respiratory disease@Disease,LBP@Gene
respiratory infection@Disease,LBP@Gene
respiratory illness@Disease,Th1@Gene
respiratory infection@Disease,Th1@Gene
CAD Fever@Disease,Apr@Gene
fever@Disease,IRF3@Gene
fibrosis@Disease,CD20@Gene
interstitial pneumonia@Disease,CD20@Gene
Severe Acute Respiratory Syndrome@Disease,bat@Gene
pneumonia-infected@Disease,ANGPTL4@Gene
liver fibrosis@Disease,ACE2@Gene
SARS-CoV infection@Disease,CCL20@Gene
influenza virus respiratory infection@Disease,Blimp-1@Gene
viral pneumonia@Disease,Ifitm3@Gene
pulmonary fibrosis@Disease,OPN@Gene
Valley fever@Disease,Sri@Gene
pneumonia@Disease,STAT3@Gene
glomerular fibrosis@Disease,ADAM-17@Gene
interstitial kidney fibrosis@Disease,ADAM-17@Gene
liver fibrosis@Disease,TGF-beta1@Gene
respiratory diseases@Disease,TNF-alpha@Gene
respiratory syndrome@Disease,TNF-alpha@Gene
pulmonary fibrosis@Disease,CC10@Gene
fibrosis@Disease,ALT@Gene
respiratory failure@Disease,MOZ@Gene
severe acute respiratory syndrome@Disease,MOZ@Gene
trench fever@Disease,spp@Gene
catarrhalis  S. pneumoniae  S. aureus Aspergillus@Disease,spp@Gene
fibrosis@Disease,VAP-1@Gene
bacterial pneumonia@Disease,HCAP@Gene
pneumonia@Disease,ALTE@Gene
pneumoniae infection@Disease,CD4@Gene
diarrhea viruses@Disease,ORF3@Gene
fever@Disease,CD69@Gene
diarrhea@Disease,cat@Gene
infection of the respiratory epithelium@Disease,SARS@Gene
liver fibrosis@Disease,cyclophilins@Gene
acute respiratory syndrome@Disease,DC-SIGNR@Gene
denguehemorrhagic fever@Disease,NS1@Gene
SARS coronavirus infections@Disease,MASP-2@Gene
pneumonia@Disease,BiS2@Gene
fibrosis@Disease,CFTR@Gene
liver fibrosis@Disease,NLRP3@Gene
fever@Disease,Atg5@Gene
fibrosis@Disease,CD19@Gene
influenza pneumonia@Disease,CD4@Gene
aureus pneumonia@Disease,P22@Gene
pneumonia@Disease,Cox@Gene
SARS-CoV infection@Disease,ATF2@Gene
bronchopneumonia@Disease,CRP@Gene
pneumoniae infection@Disease,CRP@Gene
rheumatic fever@Disease,CRP@Gene
SARS@Disease,CRP@Gene
diarrhea@Disease,p38@Gene
acute respiratory syndrome (SARS) coronavirus infection@Disease,p38@Gene
SARS-CoV infection@Disease,cathepsin L@Gene
aureus pneumonia@Disease,Dtr@Gene
coronavirus infection@Disease,CXCL10@Gene
respiratory disease@Disease,IFN-gamma@Gene
SARS-CoV infection@Disease,IFNgamma@Gene
respiratory syndrome@Disease,IgG@Gene
pneumonia@Disease,IL-13@Gene
pulmonary fibrosis@Disease,ACE@Gene
SARS-coronavirus infection@Disease,ACE@Gene
coronavirus infection@Disease,TLR7@Gene
fibrosis@Disease,Smad3@Gene
diarrhea@Disease,Alba@Gene
diarrhea@Disease,HE@Gene
viral pneumonia@Disease,hDPP4@Gene
pneumonia@Disease,TRPV1@Gene
pneumonia@Disease,Trpv1@Gene
aureus pneumonia@Disease,Trpv1@Gene
SARS-CoV infection@Disease,P9@Gene
idiopathic pulmonary fibrosis@Disease,SAP@Gene
influenza pneumonia@Disease,Foxp3@Gene
respiratory virus infections@Disease,TLR4@Gene
respiratory distress@Disease,Fcgamma receptor@Gene
coronavirus infection@Disease,ATF6@Gene
coronavirus Mouse Hepatitis Virus@Disease,RIG-I@Gene
cardiac fibrosis@Disease,ACE@Gene
viral respiratory infections@Disease,COPD@Gene
upper respiratory tract infections@Disease,AMC@Gene
